Trial07
Date:,2014/06/11
Time:,10:59:01
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3924,393.074921,-12.317108,12.872918,-10.894728,-13.010402,16.262436,389.663971,565.997192,24.800848,-12.360929,564.697144,19.395037,76.589005,653.504028,369.122009,42.481174,742.454651,245.060410,-8.080704,614.260742,363.965149,-37.495239,706.828491,236.888077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,393.072906,-12.307860,12.867535,-10.896768,-13.031512,16.273859,389.700256,566.013123,24.755461,-12.361912,564.690613,19.390493,76.536476,653.920410,369.203278,41.767174,743.136353,244.832016,-8.215114,614.645996,363.947906,-38.280258,707.353577,237.153854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,393.068298,-12.315192,12.862139,-10.902063,-13.032349,16.277117,389.661957,565.999817,24.796314,-12.358516,564.698608,19.395931,76.252754,654.152100,369.084473,41.145939,743.547852,244.858994,-8.509020,615.179504,363.987335,-38.825333,707.770386,237.231247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,393.053650,-12.305292,12.854609,-10.905720,-13.037664,16.270498,389.690826,566.020874,24.752174,-12.354187,564.696411,19.398073,76.041656,654.443970,369.064545,40.625626,744.071899,244.684464,-8.671197,615.496521,364.048004,-39.266922,707.955933,237.310318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,393.061523,-12.305777,12.857709,-10.906524,-13.014083,16.266335,389.686523,566.013916,24.754957,-12.352431,564.704773,19.411329,75.740288,655.324158,369.116180,40.376022,744.234375,244.730194,-8.732188,615.557922,364.153870,-39.330986,708.014587,237.090042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,393.059845,-12.304202,12.859081,-10.914799,-13.013888,16.267681,389.691345,566.021179,24.759716,-12.352078,564.701416,19.401707,75.495979,656.018433,369.218323,40.129131,744.221008,244.893173,-9.037364,615.867554,364.146393,-39.490223,707.921631,237.187561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,393.050903,-12.304876,12.856987,-10.898293,-13.017211,16.273430,389.679657,566.014038,24.763268,-12.358013,564.703796,19.402864,75.380653,656.310669,369.250580,39.755238,744.522461,244.836868,-9.261979,616.214111,364.192444,-39.693470,708.004944,237.024216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,393.060608,-12.310087,12.859003,-10.889886,-13.011528,16.279976,389.681671,566.014526,24.759920,-12.353534,564.706299,19.410332,75.052628,656.808838,369.223083,39.548550,744.804810,244.674713,-9.614463,616.738037,364.185211,-39.918324,708.048096,236.686661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,393.066528,-12.307336,12.864619,-10.890038,-13.001264,16.265921,389.693176,566.020752,24.760632,-12.352473,564.702759,19.407457,74.642792,657.421204,369.347870,39.204376,744.918701,244.506409,-9.706279,617.028625,364.360504,-40.309769,708.323853,236.497910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,393.066956,-12.300080,12.864830,-10.887513,-13.008526,16.272852,389.708374,566.029724,24.759050,-12.356927,564.694031,19.396351,74.403984,657.691589,369.575775,38.574425,745.643921,244.268387,-9.901894,617.368530,364.505280,-40.584846,708.499756,236.450653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,393.071381,-12.296502,12.862437,-11.306453,-12.620958,15.866399,389.702545,566.023987,24.752481,-12.352837,564.696533,19.402946,74.144669,657.893921,369.607635,37.900463,745.800171,244.087524,-10.204103,617.641174,364.854218,-41.142426,708.559448,236.497833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,393.060486,-12.307209,12.860574,-10.913630,-13.014693,16.263899,389.702789,566.013611,24.754986,-12.355186,564.697998,19.402950,73.939850,657.877319,369.519470,37.518528,745.749207,244.003220,-10.460452,617.863770,365.085114,-41.671703,708.160461,236.665421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,393.062195,-12.315943,12.859383,-10.894938,-13.031945,16.278044,389.664398,565.989685,24.802288,-12.352828,564.693665,19.396341,73.484528,658.333679,369.557526,36.888577,745.532776,243.914474,-10.793505,618.234863,365.140411,-42.342842,708.014404,236.731201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,393.067078,-12.310967,12.861712,-10.903597,-13.028454,16.268518,389.657257,565.989319,24.800819,-12.354766,564.701233,19.397455,72.999268,658.882019,369.572876,36.470913,745.135437,244.019257,-11.187071,618.567810,365.436737,-42.757259,707.883850,237.023148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,393.064240,-12.312993,12.865990,-11.303052,-12.616527,15.868859,389.696625,566.013855,24.759878,-12.353793,564.699829,19.398932,72.758652,659.379150,369.845245,35.966881,745.292603,243.969986,-11.483392,618.880493,365.634399,-43.193199,708.216125,237.151443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,393.071777,-12.311147,12.867793,-10.911550,-12.998273,16.251093,389.695007,566.013245,24.762001,-12.353928,564.703369,19.409052,72.379204,659.814697,370.129883,35.619644,745.456482,244.013306,-11.637965,619.185364,366.044861,-43.678131,708.496948,237.240067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,393.070709,-12.308019,12.868121,-10.884917,-13.016214,16.278145,389.699158,566.021118,24.753019,-12.355092,564.698303,19.397085,72.206306,659.767090,370.344055,35.334015,745.659485,244.085861,-11.927013,619.643677,366.408356,-43.878834,708.486145,237.343338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,393.066467,-12.312026,12.867239,-10.892802,-13.018863,16.270441,389.701660,566.026489,24.749710,-12.351029,564.698425,19.399179,71.926117,660.448975,370.893982,34.926708,745.970764,244.329453,-12.313361,620.022949,366.593719,-44.042534,708.479248,237.460098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,393.063019,-12.308084,12.864545,-10.893639,-13.010522,16.272753,389.702118,566.032959,24.756821,-12.354991,564.698120,19.396765,71.553627,661.266785,370.880524,34.670052,746.134521,244.594009,-12.613456,620.238525,366.863251,-44.373859,708.688049,237.556808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,393.064301,-12.315877,12.862144,-10.893722,-13.010491,16.278551,389.689240,566.014648,24.766859,-12.354902,564.702148,19.400223,71.344582,661.208374,371.196930,34.486782,746.289856,244.818298,-12.966577,620.475647,367.270477,-44.581146,709.010315,237.707611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,393.067352,-12.313743,12.865546,-10.900137,-13.018351,16.273647,389.689972,566.020447,24.761143,-12.361774,564.700623,19.397282,70.911713,662.054199,371.488190,34.277897,746.459839,245.032791,-13.149009,620.633545,367.723877,-44.880890,709.322327,238.071518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,393.065857,-12.307522,12.865508,-11.298841,-12.609910,15.865758,389.684784,566.023621,24.762035,-12.354673,564.696106,19.397903,70.476601,662.557922,372.000336,33.982204,746.714355,245.207230,-13.444210,621.105713,368.177155,-45.044193,709.409241,238.458420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3946,393.064362,-12.316826,12.857970,-11.319697,-12.601405,15.857506,389.684723,566.020386,24.754669,-12.357994,564.702881,19.400246,70.316643,662.862000,372.228821,33.785072,747.298218,245.397324,-13.747458,621.614685,368.469086,-45.190403,709.593689,238.708618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,393.067932,-12.312305,12.871173,-11.307954,-12.604887,15.859841,390.019287,566.323914,24.593449,-12.361134,564.700317,19.395742,70.140068,662.593323,373.072906,33.715763,747.793945,245.986252,-13.923445,622.171753,368.650269,-45.321384,709.896423,239.050293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,393.066559,-12.311945,12.866724,-11.297871,-12.603535,15.866222,390.107880,566.078979,24.910900,-12.352256,564.701904,19.405390,69.714508,663.527527,373.381439,33.395977,748.375488,246.428711,-14.250836,622.607483,369.013947,-45.373047,710.199646,239.274216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,393.061859,-12.313438,12.863133,-11.286696,-12.600995,15.866632,390.096161,566.067139,24.960005,-12.354246,564.692993,19.397461,69.478706,663.922119,373.692200,33.131428,748.535950,246.619034,-14.293905,622.800476,369.351563,-45.793358,710.886353,239.559509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,393.070282,-12.304736,12.866960,-10.899614,-13.005240,16.259674,390.024170,566.312988,24.607918,-12.359740,564.705872,19.404575,69.308250,664.166992,374.207062,32.856094,749.032898,246.953735,-14.482712,623.341614,369.832153,-46.167721,711.408325,239.809631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,393.073029,-12.312062,12.875810,-10.885585,-13.025790,16.282930,390.020508,566.326233,24.601536,-12.352472,564.710205,19.412251,69.116875,664.369446,374.290894,32.547604,749.182190,247.097916,-14.819677,623.778931,370.137634,-46.445595,711.352356,240.309647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952,393.062286,-12.306652,12.857944,-10.890301,-13.017200,16.278454,389.984589,566.305725,24.642935,-12.357202,564.705261,19.407749,68.928856,665.400391,374.409607,32.198891,749.439148,247.309509,-14.854943,623.693604,370.342682,-46.733662,711.540344,240.465958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,393.062592,-12.315237,12.860530,-10.894398,-13.024607,16.272961,390.082336,566.204651,24.765232,-12.352478,564.701843,19.404047,68.833595,665.911926,374.615692,31.965235,749.599365,247.454056,-15.210318,624.375610,370.413574,-46.910759,711.867676,240.612808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,393.059326,-12.310897,12.860481,-10.895477,-13.015253,16.269234,390.114441,566.154907,24.837467,-12.354551,564.703857,19.407869,68.731590,665.801941,374.977783,31.764738,749.966370,247.579453,-15.388210,624.572327,370.817169,-46.996582,711.977844,240.729385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,393.060516,-12.311177,12.856656,-10.902322,-13.021495,16.268290,390.117523,566.076233,24.922886,-12.355156,564.703003,19.403727,68.464188,666.290527,374.987244,31.651594,750.314331,247.786041,-15.352128,624.669250,371.094910,-47.129841,712.165466,240.871552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,393.060608,-12.302762,12.862230,-10.896133,-13.025045,16.264975,390.114288,566.069702,24.928923,-12.354255,564.702637,19.398651,68.321945,666.884033,375.229492,31.438324,750.555237,247.888977,-15.356892,624.952942,371.422150,-47.403240,712.448059,241.060165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,393.055481,-12.310235,12.852829,-10.900514,-13.026264,16.279552,390.111084,566.075256,24.930071,-12.355200,564.702148,19.400618,68.083557,667.312256,375.385376,31.217241,750.799133,247.892685,-15.463666,625.525696,371.537506,-47.620090,712.729370,241.166626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,393.065430,-12.305448,12.863403,-10.898002,-13.015605,16.269852,390.121948,566.072998,24.928879,-12.354486,564.701660,19.401979,67.972404,667.461060,375.451416,30.980854,751.018188,247.867294,-15.684816,625.877808,371.510437,-47.812592,713.109131,241.247498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,393.064667,-12.298910,12.871017,-10.893953,-13.020111,16.271341,390.130951,566.074951,24.933260,-12.355129,564.702881,19.403578,67.744240,667.674194,375.560272,30.702494,751.264160,247.921371,-15.805071,626.187439,371.594788,-47.972790,713.352783,241.323868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,393.066559,-12.309419,12.871223,-10.900723,-13.019270,16.268051,390.120392,566.072021,24.927113,-12.358130,564.703125,19.400339,67.759506,667.821777,375.843719,30.558102,751.332397,247.970871,-16.251184,626.841431,371.973755,-48.191494,713.514709,241.359421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,393.066498,-12.307592,12.862608,-10.899922,-13.023913,16.271107,390.095734,566.066284,24.965324,-12.357233,564.702026,19.404280,67.549400,668.190369,376.002991,30.397806,751.384827,247.998611,-16.336521,626.747559,372.110535,-48.383869,713.725708,241.420761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,393.068390,-12.317793,12.872720,-10.905272,-13.025123,16.279858,390.095123,566.066223,24.968191,-12.355446,564.689209,19.392021,67.356323,668.421204,376.142517,30.259251,751.458008,248.074585,-16.539255,627.268799,372.216797,-48.552982,713.922119,241.480515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,393.065796,-12.304476,12.861412,-10.897237,-13.026271,16.268080,389.968903,566.138733,24.766537,-12.354393,564.705200,19.408688,67.174561,668.701660,376.351501,30.108507,751.734314,248.223846,-16.818548,627.539307,372.447327,-48.659267,714.037903,241.516922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,393.063690,-12.309854,12.859516,-10.892798,-13.024992,16.280724,389.830536,566.131958,24.737921,-12.352489,564.703064,19.407581,66.626915,669.361328,376.675476,30.040863,751.874268,248.346481,-17.135023,627.814880,372.810730,-48.812820,714.240112,241.546738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,393.068329,-12.312254,12.867383,-10.877265,-13.023352,16.274965,389.835602,566.128418,24.707777,-12.354591,564.706299,19.404564,66.325851,669.655273,377.274780,29.887592,752.046387,248.558228,-17.440748,628.076172,373.101868,-48.904667,714.420532,241.654282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,393.069702,-12.306762,12.866117,-10.883749,-13.006538,16.261230,389.808472,566.114929,24.708933,-12.353779,564.699829,19.398989,66.315208,669.769043,377.210663,29.739731,752.378479,248.708710,-17.541864,628.171631,373.318451,-49.024319,714.630371,241.770859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,393.062866,-12.300099,12.860363,-10.885077,-13.007463,16.267174,389.789337,566.111206,24.697573,-12.354243,564.696045,19.397936,66.168571,669.920837,377.463562,29.620941,752.832581,248.726151,-17.835354,628.519775,373.506287,-49.118519,714.721924,241.987732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,393.062805,-12.309074,12.861009,-10.885346,-13.021497,16.269884,389.773163,566.109497,24.691647,-12.358146,564.699646,19.398878,65.838333,670.448547,377.431396,29.458702,753.479553,248.619553,-17.846039,628.651184,373.462372,-49.291153,714.822021,242.266663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,393.054779,-12.309182,12.852849,-10.893953,-13.022204,16.274563,389.745758,566.098816,24.696161,-12.355118,564.708679,19.405670,65.625603,670.766785,377.542969,29.409588,753.437622,248.942368,-17.836193,628.784729,373.572754,-49.525070,714.983276,242.497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,393.068176,-12.311778,12.868429,-10.901050,-13.030337,16.269838,389.738892,566.094666,24.701361,-12.361136,564.697937,19.397758,65.528618,671.206848,377.727020,29.267462,753.822754,249.106400,-18.034513,629.246948,373.849243,-49.713482,714.942627,242.790268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,393.050629,-12.311883,12.846553,-10.898460,-13.032982,16.275320,389.720367,566.082153,24.710340,-12.354296,564.699158,19.398750,65.346100,671.664612,377.769928,29.085442,754.128418,249.340454,-18.192301,629.749390,374.074005,-49.928768,715.423950,242.842331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,393.061432,-12.315261,12.861332,-10.904140,-13.013947,16.260723,389.716217,566.083130,24.710842,-12.355418,564.709900,19.407242,65.328423,671.852173,377.890167,28.967773,754.195801,249.512482,-18.329805,630.336609,374.257385,-50.099285,715.841370,242.985641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,393.055359,-12.305159,12.852923,-10.895536,-13.021882,16.275311,389.724762,566.082458,24.713711,-12.355243,564.698547,19.403028,65.541046,671.888855,378.160126,28.811262,754.292419,249.650421,-18.404797,630.678162,374.584473,-50.255024,716.103821,243.123428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,393.061798,-12.308607,12.859758,-10.895215,-13.011492,16.278980,389.708862,566.086060,24.713699,-12.354337,564.695862,19.398041,65.395355,672.726135,378.372833,28.535769,754.498657,249.679092,-18.526363,630.913391,374.838104,-50.331375,716.327454,243.195358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,393.063141,-12.302649,12.861127,-10.893154,-13.004931,16.279293,389.671021,566.071777,24.692278,-12.358578,564.708191,19.410030,65.223335,673.120667,378.611145,28.363308,754.748230,249.814896,-18.593498,631.194641,374.737305,-50.425842,716.736389,243.248276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
