Trial07
Date:,2014/06/11
Time:,10:59:01
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
576,393.062897,-12.297258,12.864514,-10.699579,-12.918575,16.189943,389.686249,566.023804,24.757954,-12.365634,564.699463,19.392956,108.185661,851.341187,514.622681,85.143433,956.698242,400.352020,17.878544,827.244019,509.335175,0.205946,935.157166,392.697632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,393.073059,-12.306827,12.868240,-10.699106,-12.910231,16.185270,389.686707,566.016907,24.761953,-12.362819,564.707214,19.404045,107.554726,851.250366,514.417175,83.928459,956.726013,400.185089,17.063095,826.759888,509.578827,-0.711616,934.812683,392.682892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,393.071106,-12.306478,12.864676,-10.693326,-12.914746,16.187702,389.693909,566.020264,24.759144,-12.360988,564.692505,19.387880,107.024315,851.144348,514.632507,83.112511,956.037842,400.334686,16.680479,826.513672,509.438080,-1.439573,933.919434,392.704041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,393.067627,-12.306311,12.858753,-10.698478,-12.919523,16.189808,389.651306,566.006348,24.799877,-12.363847,564.693420,19.390905,105.822319,850.561401,514.899231,82.139023,955.647400,400.064056,16.010792,825.387451,509.601227,-2.569320,933.255249,392.491364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,393.062744,-12.300488,12.858986,-10.694526,-12.910557,16.195808,389.649506,566.003723,24.795946,-12.358756,564.689941,19.391224,105.284706,850.274963,515.090393,80.837151,955.299438,399.975525,15.216168,825.366455,509.441437,-3.683457,932.871338,392.318695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,393.072998,-12.310679,12.869443,-10.697433,-12.934793,16.190571,389.694427,566.017822,24.753883,-12.360088,564.693848,19.392845,104.490364,850.111755,514.318054,79.745445,954.889282,399.635834,14.402057,824.628723,509.443146,-4.673235,931.844604,392.266052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,393.075684,-12.315207,12.869683,-10.690662,-12.921918,16.183796,389.705902,566.016663,24.750889,-12.361628,564.703735,19.398010,103.718246,849.112366,514.495361,78.944801,953.888245,399.750397,13.814115,824.022278,509.456726,-5.617705,931.009399,392.382721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,393.076019,-12.307844,12.869710,-10.690934,-12.921885,16.193151,389.703339,566.014038,24.754681,-12.359874,564.685059,19.385101,103.231995,849.467590,513.520386,77.548836,953.808289,399.504852,12.968629,823.541016,509.077637,-6.764502,930.519165,392.119690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,393.077057,-12.308186,12.874709,-10.690361,-12.915327,16.179832,389.671173,565.998779,24.796450,-12.361859,564.691772,19.390207,101.953903,848.941895,513.780823,76.471481,953.271362,399.484711,12.342161,822.592773,509.084564,-7.894383,930.099854,392.197510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,393.065826,-12.303387,12.859536,-10.687727,-12.916153,16.182718,389.671021,565.996277,24.798096,-12.358410,564.698975,19.396097,101.589211,848.294006,513.345886,75.484550,952.737793,399.508453,11.684543,821.955811,508.667419,-8.897866,929.276794,392.161743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,393.075897,-12.308210,12.870654,-10.684377,-12.902091,16.181671,389.699280,566.016357,24.750618,-12.361603,564.694336,19.390608,100.459488,847.978638,513.245117,73.937202,952.598572,399.543549,10.790051,821.128418,508.680359,-10.066416,929.089233,392.019226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,393.057617,-12.304400,12.856768,-10.699240,-12.926322,16.184837,389.695099,566.023987,24.746727,-12.360372,564.701050,19.396059,99.453430,847.206909,513.851868,72.984932,952.460083,399.451996,10.049824,820.502075,508.484314,-11.380127,928.331116,392.075714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,393.058105,-12.297979,12.852904,-10.699374,-12.927337,16.199974,389.695099,566.034180,24.743664,-12.362151,564.690979,19.389669,98.534760,847.150940,512.975769,71.514442,952.206299,399.539642,9.064231,819.773621,508.176544,-12.133962,927.767700,391.954132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,393.061737,-12.302448,12.863869,-10.692116,-12.935130,16.220560,389.683075,566.032837,24.761518,-12.367881,564.699585,19.393335,97.460014,846.293152,513.541565,70.425499,951.970520,399.544373,8.038024,819.118469,507.837677,-13.514855,927.150452,391.903961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,393.056671,-12.303063,12.856715,-10.678274,-12.939631,16.219048,389.664032,566.021545,24.757292,-12.361967,564.696777,19.394680,96.662941,846.068237,513.060303,69.680199,950.907227,399.769531,7.340140,818.333435,507.757233,-14.493324,926.366394,391.819336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,393.054932,-12.301958,12.855810,-10.647576,-12.930282,16.214285,389.674530,566.018494,24.759689,-12.365450,564.699341,19.392843,95.518021,845.309448,513.260010,68.000633,950.859741,399.402588,6.544194,817.317993,507.442902,-15.547887,925.653076,391.511902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,393.070343,-12.304780,12.869088,-10.642613,-12.905890,16.181446,389.682007,566.023254,24.755939,-12.361434,564.696045,19.391430,94.678223,845.032959,512.655273,67.035568,950.002991,399.309326,5.780084,816.634888,507.302063,-16.833565,924.590820,391.311249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,393.077484,-12.309216,12.878894,-10.676631,-12.919465,16.174046,389.681885,566.027771,24.759956,-12.358530,564.704346,19.399897,93.663940,844.069336,512.686523,65.827736,949.097900,399.246185,4.595325,815.886292,506.774994,-17.973112,924.265686,390.973846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,393.071625,-12.311806,12.868055,-10.708652,-12.926491,16.186092,389.664429,566.003845,24.794563,-12.355783,564.696533,19.395792,92.626274,843.891113,511.935730,64.185860,948.985168,398.515533,3.619714,815.450256,506.539001,-19.133987,923.211609,390.701019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,393.070160,-12.308756,12.870311,-10.828207,-12.959735,16.214003,389.667358,566.000061,24.794844,-12.359814,564.688416,19.388969,91.504425,843.360107,511.436249,63.187103,947.993530,398.531281,2.731197,814.442932,506.223785,-20.604019,922.061035,390.488831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,393.069733,-12.299517,12.861515,-11.228385,-13.067991,16.279606,389.714447,566.014160,24.757687,-12.355693,564.697510,19.396358,90.479866,842.421021,511.128387,61.508831,947.512207,398.373566,1.615543,813.193665,506.056366,-21.931002,921.447083,390.258514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,393.074554,-12.308106,12.868340,-10.909933,-13.019370,16.278988,389.701263,566.003784,24.762098,-12.361271,564.692871,19.390804,89.425362,842.150818,510.810791,60.087563,946.861938,398.114868,0.645457,812.892883,505.749268,-23.200018,920.739197,390.415527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,393.066711,-12.322625,12.862244,-10.889936,-13.013319,16.266529,389.704071,566.015869,24.755423,-12.360826,564.693604,19.388372,88.083458,841.399780,510.716034,58.463833,946.274231,397.898712,-0.625386,811.942261,505.541229,-25.075439,919.974060,390.237915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,393.063843,-12.307947,12.854777,-10.896011,-13.000701,16.267054,389.699432,566.027710,24.749508,-12.361457,564.690979,19.390598,87.238647,841.004578,510.632385,56.993736,945.572510,397.755463,-1.538310,810.574524,505.460968,-26.526985,918.726257,390.193390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,393.073669,-12.306461,12.865452,-10.902006,-13.007052,16.262852,389.686798,566.031189,24.751989,-12.366119,564.695801,19.391850,85.824211,839.979553,510.104004,55.126057,945.487732,397.526001,-2.627447,810.315857,504.981659,-28.042150,918.181396,390.077393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,393.052277,-12.296744,12.849618,-10.912557,-13.008647,16.264748,389.686737,566.027344,24.746498,-12.359489,564.698608,19.394806,84.568871,839.482361,509.904510,53.638626,944.522644,397.383301,-3.798531,809.230164,504.991577,-29.518637,917.525574,390.262909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,393.070709,-12.304002,12.872011,-10.912322,-13.008457,16.270878,389.696594,566.030334,24.750704,-12.362361,564.703369,19.400175,83.526955,839.107727,509.665894,51.698944,943.994019,397.461609,-5.133112,808.136108,504.991516,-31.366804,916.522705,390.144714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,393.068634,-12.314507,12.865497,-10.903263,-13.000865,16.271248,389.684052,566.019348,24.759020,-12.365596,564.699707,19.392988,82.022766,838.128357,509.629974,50.223370,942.946289,397.572296,-6.023232,807.493835,504.869171,-32.939129,915.349365,390.186401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,393.064026,-12.305488,12.857011,-10.918962,-13.011820,16.273188,389.686859,566.009583,24.764326,-12.360255,564.688538,19.388803,80.995239,837.867188,509.379974,48.325409,942.551147,397.220520,-7.352165,806.557434,504.547180,-34.226337,913.728333,390.132965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,393.067810,-12.303171,12.862156,-10.910556,-13.023319,16.273268,389.678680,566.007080,24.762760,-12.361210,564.695435,19.391367,79.678726,837.021484,508.933167,46.639694,941.659119,397.087891,-8.692439,805.423218,504.601837,-36.330769,913.312073,390.012054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,393.073517,-12.312080,12.878475,-10.916822,-13.023549,16.276951,389.687744,566.030701,24.756546,-12.361807,564.702942,19.398571,77.809494,835.957703,509.385498,44.727962,941.062683,396.827789,-9.758413,804.586365,504.717651,-38.036015,912.696472,389.857208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,393.063446,-12.311270,12.862329,-10.905349,-13.008343,16.268234,389.680267,566.022644,24.755520,-12.362947,564.696167,19.392601,76.785942,835.537476,509.245911,43.455986,939.681152,396.712189,-11.088844,803.588806,504.656555,-39.641094,911.652832,389.700684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,393.075684,-12.317344,12.873604,-10.909084,-13.024111,16.271202,389.688568,566.032227,24.750103,-12.362866,564.698181,19.393143,75.238121,835.104309,509.438171,41.644417,938.992004,396.408569,-12.580323,802.820496,504.513031,-40.853493,910.243958,389.687439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,393.080292,-12.314867,12.875264,-10.913318,-13.009821,16.272491,389.654633,566.011292,24.790960,-12.365708,564.694763,19.388691,73.789047,833.890320,509.284149,40.116074,938.021790,396.221771,-13.883926,801.621887,504.583191,-42.642910,909.375854,389.353943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,393.074677,-12.307370,12.876863,-10.892995,-13.019589,16.274759,389.665985,565.999084,24.799358,-12.359641,564.696655,19.390459,72.402893,832.926025,509.008606,38.122112,937.566223,395.932831,-15.317657,800.996216,504.508698,-44.154377,907.982239,389.143005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,393.085724,-12.315276,12.883307,-10.898154,-13.008030,16.268221,389.702301,566.005798,24.759438,-12.355798,564.707275,19.400171,70.791862,832.974670,508.656555,36.640182,936.381836,395.797852,-16.728189,800.233948,504.503113,-45.946205,906.899048,388.937592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,393.077728,-12.312048,12.868515,-10.899521,-13.015904,16.272003,389.700562,566.005798,24.751740,-12.357877,564.695618,19.392321,69.541496,831.972656,508.649506,34.735687,935.415710,395.890015,-18.089420,798.835327,504.551483,-47.669956,905.851501,389.190186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,393.066315,-12.311369,12.861135,-10.898541,-13.003614,16.264370,389.699890,566.016296,24.752420,-12.361526,564.690735,19.390579,67.912102,830.935608,508.348602,32.796364,934.601868,395.915100,-19.512499,797.648438,504.314148,-49.670105,904.868591,389.080750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,393.078064,-12.300358,12.875312,-10.899023,-13.006692,16.268181,389.695374,566.023132,24.753813,-12.358955,564.700012,19.401854,66.464149,830.682861,508.108429,30.816984,933.765320,395.795166,-20.924829,796.780090,504.172028,-51.361462,903.776123,389.038727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,393.075226,-12.303554,12.870991,-10.902529,-13.002778,16.273443,389.690125,566.026062,24.757261,-12.364458,564.691467,19.386293,64.972618,830.257202,507.827576,28.672878,933.213989,395.486420,-22.206856,796.174255,504.036255,-53.340557,903.036438,389.002838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,393.072845,-12.299815,12.871358,-10.901464,-13.006850,16.268433,389.683838,566.026672,24.756340,-12.366216,564.698059,19.395638,63.419762,828.946899,507.927277,27.024965,932.187683,395.325439,-23.817760,795.462646,503.846710,-55.083115,901.910950,389.195648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,393.071869,-12.308538,12.877460,-10.897479,-13.009968,16.273701,389.684692,566.015442,24.757017,-12.359913,564.697571,19.393969,61.673450,828.066528,507.851196,25.050781,931.657349,395.238708,-25.284256,794.138306,503.889984,-57.153629,901.037354,389.009338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,393.065033,-12.310302,12.868949,-10.905535,-13.014663,16.274609,389.693512,566.021301,24.756546,-12.365364,564.699463,19.392775,60.119080,827.437317,507.443787,23.401360,930.525391,395.123505,-26.882372,792.989380,503.819031,-58.844086,899.645691,388.914612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,393.054504,-12.297037,12.856215,-10.914598,-13.004173,16.264568,389.680542,566.023621,24.759043,-12.362938,564.694519,19.389168,58.899071,826.848267,507.354034,21.397703,929.583191,395.151581,-28.381817,791.989746,503.953979,-60.707108,898.467712,388.772003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,393.074799,-12.313075,12.865291,-10.904208,-13.021947,16.270441,389.691711,566.032410,24.748905,-12.368958,564.696838,19.391222,57.132870,826.049561,507.369232,19.394472,928.874268,395.209900,-29.577009,791.123840,503.939087,-62.355824,897.397705,389.048218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,393.061493,-12.308456,12.859014,-10.906605,-13.009419,16.269999,389.687866,566.027161,24.749144,-12.362442,564.704224,19.398369,55.445370,824.729980,507.903046,17.561825,927.950134,395.191162,-31.127777,790.089294,503.917114,-64.346977,896.409668,388.923798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,393.072418,-12.306618,12.865815,-10.911680,-13.027833,16.274155,389.688782,566.024292,24.748083,-12.361136,564.691467,19.390978,53.825676,823.910950,507.574280,15.899062,926.752625,395.152924,-32.623196,788.894104,504.126648,-65.852135,894.851501,388.997620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,393.077332,-12.308767,12.869383,-10.914712,-13.017230,16.265921,389.684021,566.012085,24.756767,-12.356458,564.697083,19.395172,52.528149,823.650146,507.337158,14.306686,925.635071,394.887360,-34.355392,787.948242,504.127625,-67.735786,893.810059,389.051208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,393.078857,-12.309394,12.876440,-10.908729,-13.019237,16.268326,389.650360,565.981750,24.804760,-12.355657,564.693115,19.391594,50.946800,822.958557,507.249756,12.281199,924.999939,394.642517,-35.740486,786.795288,504.198425,-69.354568,892.503784,389.118835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,393.075562,-12.308542,12.871700,-10.899163,-13.014645,16.271955,389.643219,565.979187,24.809525,-12.361554,564.698792,19.391117,49.503555,821.560791,507.357361,10.516766,923.453369,394.889740,-37.003845,785.847839,504.227600,-71.263863,891.489319,388.903961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,393.080048,-12.303849,12.874522,-10.897338,-13.008033,16.268782,389.654175,565.981506,24.804243,-12.360937,564.699463,19.392342,47.809387,820.554016,507.781891,8.454782,922.618286,394.843109,-38.454922,784.925781,504.341217,-72.954720,890.225830,388.844940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,393.080658,-12.305881,12.878346,-10.892923,-13.006702,16.265831,389.700623,566.018433,24.755526,-12.359866,564.699829,19.393652,46.328941,819.724854,507.798767,6.617240,921.519104,394.855621,-40.101604,783.771423,504.560669,-75.003273,888.965088,388.970398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
