Trial09
Date:,2014/06/11
Time:,11:03:21
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
93,393.203918,-12.084486,14.597242,-10.588140,-13.095233,15.683533,389.833862,566.476257,24.312204,-12.351531,564.802307,18.933594,,,,125.529785,651.750061,32.684029,232.843094,504.797089,34.655346,212.294052,663.746094,33.620716,,,,,,,,,,,,,,,
94,393.208862,-12.094169,14.609729,-10.591964,-13.097974,15.686392,389.834625,566.471191,24.309919,-12.353346,564.811829,18.921444,,,,125.523567,651.764893,32.699627,232.843491,504.796600,34.656174,212.296585,663.750244,33.624210,,,,,,,,,,,,,,,
95,393.205505,-12.072016,14.604967,-10.594397,-13.108499,15.684370,389.824097,566.450317,24.309933,-12.336445,564.816406,18.929605,,,,125.515221,651.765747,32.700428,232.843674,504.785492,34.660961,212.298264,663.751587,33.628662,,,,,,,,,,,,,,,
96,393.243317,-12.068609,14.522429,-10.592371,-13.099296,15.695788,389.818512,566.459473,24.317619,-12.346606,564.795593,18.927490,,,,125.514908,651.771973,32.704666,232.842743,504.794312,34.660446,212.293076,663.758301,33.627247,,,,,,,,,,,,,,,
97,393.249969,-12.062901,14.526459,-10.616421,-13.104014,15.689537,389.822906,566.459412,24.313551,-12.358624,564.804382,18.924740,,,,125.525986,651.766541,32.701324,232.817856,504.794067,34.652534,212.297440,663.752258,33.622051,,,,,,,,,,,,,,,
98,393.248322,-12.056651,14.524145,-10.603075,-13.095778,15.691065,389.824188,566.467468,24.311871,-12.347806,564.804321,18.920834,,,,125.514595,651.773621,32.697105,232.825882,504.811401,34.653057,212.291046,663.745789,33.623127,,,,,,,,,,,,,,,
99,393.240295,-12.050762,14.520046,-10.590401,-13.089892,15.685941,389.826477,566.471191,24.310463,-12.347649,564.814087,18.927176,,,,125.519569,651.749817,32.678509,232.843307,504.808929,34.653988,212.294128,663.750366,33.623508,,,,,,,,,,,,,,,
100,393.248077,-12.047931,14.532624,-10.596212,-13.080636,15.681942,389.833069,566.483521,24.307726,-12.369107,564.801086,18.925535,,,,125.527214,651.750610,32.682926,232.823135,504.794464,34.656425,212.293610,663.748230,33.614841,,,,,,,,,,,,,,,
101,393.252563,-12.048075,14.534722,-10.590836,-13.093677,15.689003,389.831818,566.474426,24.313923,-12.344956,564.814453,18.931379,,,,125.515213,651.772095,32.696087,232.817627,504.799072,34.665329,212.294342,663.750488,33.626118,,,,,,,,,,,,,,,
102,393.255676,-12.058483,14.531348,-10.593922,-13.088435,15.688751,389.836578,566.475464,24.321287,-12.342080,564.820679,18.929550,,,,125.513023,651.770508,32.696194,232.836472,504.799652,34.650585,212.296722,663.753723,33.620117,,,,,,,,,,,,,,,
103,393.250244,-12.064542,14.525111,-10.596568,-13.084638,15.681701,389.832153,566.465942,24.314510,-12.348027,564.803467,18.930096,,,,125.524742,651.767822,32.696224,232.831528,504.808014,34.661453,212.294357,663.757629,33.626034,,,,,,,,,,,,,,,
104,393.254333,-12.060674,14.524184,-10.583261,-13.097956,15.697106,389.830170,566.475159,24.308346,-12.336098,564.809143,18.935820,,,,125.522835,651.771240,32.697533,232.825409,504.790344,34.658566,212.297989,663.756042,33.620789,,,,,,,,,,,,,,,
105,393.252411,-12.062462,14.525684,-10.587752,-13.102271,15.690310,389.830017,566.468872,24.316730,-12.352118,564.799988,18.934843,,,,125.529785,651.767944,32.698582,232.847000,504.794861,34.658634,212.294235,663.746826,33.620544,,,,,,,,,,,,,,,
106,393.204803,-12.062894,14.536781,-10.593060,-13.100063,15.681375,389.830444,566.472656,24.307121,-12.346349,564.807678,18.931599,,,,125.520020,651.769165,32.696533,232.841278,504.787750,34.660152,212.300583,663.750244,33.622902,,,,,,,,,,,,,,,
107,393.202667,-12.093907,14.597813,-10.582644,-13.099107,15.688150,389.832275,566.479614,24.309484,-12.348741,564.798096,18.933596,,,,125.532158,651.742126,32.681870,232.836655,504.803711,34.656864,212.296997,663.748474,33.616734,,,,,,,,,,,,,,,
108,393.248108,-12.063670,14.533650,-10.581869,-13.104565,15.692942,389.836639,566.488220,24.312645,-12.328578,564.820740,18.936199,,,,125.531570,651.763245,32.698235,232.851334,504.796173,34.668385,212.299850,663.745178,33.627010,,,,,,,,,,,,,,,
109,393.204437,-12.089905,14.603764,-10.586212,-13.089617,15.686829,389.839020,566.472412,24.321487,-12.340756,564.813660,18.934097,,,,125.515465,651.765564,32.695660,232.841873,504.793152,34.660488,212.295486,663.752808,33.627846,,,,,,,,,,,,,,,
110,393.200653,-12.057026,14.535413,-10.590511,-13.092408,15.692045,389.833344,566.466797,24.322157,-12.349046,564.803955,18.931894,,,,125.512733,651.769348,32.692165,232.837326,504.797363,34.651634,212.292633,663.750854,33.618176,,,,,,,,,,,,,,,
111,393.201477,-12.079854,14.606178,-10.592309,-13.087487,15.687443,389.826660,566.471252,24.307732,-12.351538,564.811523,18.928068,,,,125.515907,651.777771,32.695553,232.822464,504.795227,34.648804,212.294479,663.744324,33.621735,,,,,,,,,,,,,,,
112,393.204376,-12.082997,14.614257,-10.596500,-13.098360,15.679310,389.827271,566.461609,24.314281,-12.355284,564.812805,18.925266,,,,125.514328,651.771057,32.687008,232.829880,504.797119,34.665028,212.291794,663.752380,33.620296,,,,,,,,,,,,,,,
113,393.195862,-12.050030,14.535211,-10.595071,-13.095994,15.685838,389.822784,566.464722,24.308140,-12.341583,564.814270,18.930996,,,,125.509888,651.773499,32.684353,232.820526,504.810272,34.655346,212.299042,663.754578,33.620205,,,,,,,,,,,,,,,
114,393.206726,-12.076916,14.608939,-10.603127,-13.095006,15.682848,389.825409,566.471252,24.308674,-12.366014,564.797241,18.928661,,,,125.509628,651.775940,32.691063,232.822433,504.801178,34.657524,212.295532,663.745789,33.624329,,,,,,,,,,,,,,,
115,393.244659,-12.048481,14.530890,-10.593040,-13.093217,15.676807,389.825745,566.471863,24.310246,-12.362445,564.798523,18.928913,,,,125.515579,651.776428,32.689377,232.830627,504.789246,34.659271,212.298111,663.753479,33.619083,,,,,,,,,,,,,,,
116,393.249451,-12.055408,14.525500,-10.601621,-13.111547,15.682583,389.828552,566.467651,24.318102,-12.357754,564.799500,18.927696,,,,125.515373,651.772278,32.689720,232.828430,504.794464,34.655266,212.293533,663.752991,33.622631,,,,,,,,,,,,,,,
117,393.249023,-12.054272,14.528722,-10.590084,-13.098883,15.691319,389.839203,566.477356,24.314526,-12.357269,564.798767,18.924570,,,,125.515022,651.774597,32.690308,232.825821,504.803040,34.660816,212.300980,663.751892,33.619106,,,,,,,,,,,,,,,
118,393.246399,-12.064801,14.524917,-10.588580,-13.090998,15.690911,389.837524,566.480896,24.312372,-12.338350,564.807251,18.925230,,,,125.524864,651.768433,32.692181,232.836227,504.800842,34.663292,212.294098,663.753052,33.620228,,,,,,,,,,,,,,,
119,393.130737,-12.094482,14.719300,-10.586696,-13.100143,15.690310,389.840210,566.475037,24.311193,-12.333929,564.811279,18.926119,,,,125.521835,651.774902,32.694660,232.846085,504.799896,34.658901,212.298264,663.753052,33.616745,,,,,,,,,,,,,,,
120,393.243866,-12.065676,14.524653,-10.579999,-13.094934,15.684235,389.832031,566.481445,24.314150,-12.347906,564.798767,18.932461,,,,125.517586,651.768494,32.689739,232.829865,504.801880,34.656906,212.292343,663.753479,33.624851,,,,,,,,,,,,,,,
121,393.250214,-12.059272,14.518432,-10.582573,-13.097627,15.694221,389.837524,566.473999,24.319326,-12.342278,564.805664,18.937515,,,,125.537819,651.728943,32.675854,232.849014,504.793396,34.663837,212.292953,663.749634,33.619511,,,,,,,,,,,,,,,
122,393.245453,-12.063861,14.521703,-10.582415,-13.095085,15.695384,389.834106,566.476501,24.311018,-12.351438,564.803406,18.934929,,,,125.528900,651.768372,32.687424,232.854691,504.798767,34.658501,212.293167,663.749939,33.622219,,,,,,,,,,,,,,,
123,393.249481,-12.062661,14.523774,-10.583995,-13.101892,15.688452,389.826324,566.455627,24.307650,-12.349233,564.811707,18.928650,,,,125.515808,651.771973,32.690788,232.838272,504.791260,34.657089,212.290100,663.746216,33.616283,,,,,,,,,,,,,,,
124,393.248413,-12.060870,14.524929,-10.590398,-13.098328,15.683007,389.828796,566.468567,24.305677,-12.346534,564.804260,18.926798,,,,125.521645,651.768066,32.690449,232.824066,504.790741,34.654964,212.293915,663.745972,33.617207,,,,,,,,,,,,,,,
125,393.248993,-12.059498,14.527406,-10.590587,-13.100306,15.684578,389.825195,566.470093,24.313190,-12.349023,564.805908,18.930784,,,,125.513062,651.773621,32.684784,232.830048,504.805054,34.665600,212.290680,663.747070,33.619835,,,,,,,,,,,,,,,
126,393.196167,-12.068797,14.529396,-10.594281,-13.093595,15.685550,389.822479,566.464050,24.308903,-12.366135,564.787415,18.921494,,,,125.507217,651.773621,32.682583,232.822250,504.805054,34.647884,212.296799,663.746887,33.615154,,,,,,,,,,,,,,,
127,393.198517,-12.053459,14.535817,-10.587691,-13.102530,15.681289,389.825134,566.473389,24.317451,-12.362579,564.799866,18.929485,,,,125.509888,651.778687,32.684639,232.816528,504.797211,34.651852,212.288300,663.753235,33.615704,,,,,,,,,,,,,,,
128,393.244659,-12.057664,14.527459,-10.589697,-13.089071,15.685521,389.831512,566.478027,24.316853,-12.350964,564.815491,18.929197,,,,125.503258,651.778381,32.686272,232.823364,504.792511,34.656254,212.287888,663.753479,33.617672,,,,,,,,,,,,,,,
129,393.158661,-12.082869,14.619628,-10.590724,-13.095596,15.684165,389.822601,566.464905,24.314074,-12.364707,564.791870,18.937336,,,,125.513184,651.775574,32.687637,232.834061,504.804260,34.652267,212.296310,663.755188,33.620911,,,,,,,,,,,,,,,
130,393.244385,-12.056799,14.529560,-10.594640,-13.087306,15.679559,389.831207,566.471741,24.322905,-12.357788,564.798401,18.930677,,,,125.521286,651.769836,32.687370,232.831238,504.789673,34.658634,212.297577,663.750977,33.621342,,,,,,,,,,,,,,,
131,393.201599,-12.052985,14.531365,-10.596998,-13.091299,15.685819,389.825500,566.463928,24.318977,-12.350361,564.805115,18.930256,,,,125.524132,651.777649,32.689590,232.826309,504.790955,34.662369,212.291977,663.754517,33.621807,,,,,,,,,,,,,,,
132,393.215546,-12.097568,14.615783,-10.595921,-13.097113,15.684263,389.832886,566.475403,24.318249,-12.332161,564.813782,18.930792,,,,125.539284,651.743835,32.672813,232.840363,504.795349,34.673229,212.296082,663.746277,33.614948,,,,,,,,,,,,,,,
133,393.209229,-12.066259,14.537238,-10.591136,-13.088984,15.688236,389.833984,566.467773,24.316132,-12.340266,564.814514,18.939400,,,,125.537628,651.741882,32.675175,232.853256,504.794220,34.656754,212.296707,663.748413,33.621098,,,,,,,,,,,,,,,
134,393.259308,-12.070487,14.528337,-10.588901,-13.093348,15.684840,389.827454,566.468811,24.310181,-12.348399,564.812317,18.933796,,,,125.527473,651.770752,32.689114,232.821976,504.783417,34.653412,212.294952,663.748169,33.618008,,,,,,,,,,,,,,,
135,393.169037,-12.087147,14.615039,-10.579683,-13.092647,15.694002,389.830902,566.469788,24.309162,-12.344276,564.802246,18.923977,,,,125.523865,651.766418,32.684830,232.836823,504.789124,34.653847,212.296234,663.753601,33.614296,,,,,,,,,,,,,,,
136,393.201782,-12.065086,14.538042,-10.583498,-13.096514,15.684731,389.827606,566.471313,24.313452,-12.349390,564.804321,18.936483,,,,125.522461,651.769653,32.686520,232.841507,504.788086,34.665230,212.294601,663.748779,33.612770,,,,,,,,,,,,,,,
137,393.205139,-12.064932,14.533183,-10.579899,-13.093296,15.692381,389.822845,566.473389,24.309723,-12.347830,564.803406,18.932783,,,,125.396851,652.034058,32.786049,232.853317,504.803619,34.661652,212.295013,663.750854,33.622864,,,,,,,,,,,,,,,
138,393.255859,-12.059913,14.527784,-10.602276,-13.096917,15.684369,389.830017,566.478271,24.310003,-12.350382,564.804138,18.935469,,,,125.538773,651.746582,32.672119,232.842880,504.788147,34.651222,212.293869,663.747498,33.617023,,,,,,,,,,,,,,,
139,393.247650,-12.068410,14.514181,-10.586443,-13.093024,15.684909,389.832123,566.475403,24.312702,-12.361831,564.801392,18.926477,,,,125.515358,651.768677,32.678852,232.846817,504.801483,34.650784,212.296646,663.747559,33.621407,,,,,,,,,,,,,,,
140,393.245575,-12.055204,14.522705,-10.595220,-13.098417,15.687643,389.825684,566.472900,24.315144,-12.342040,564.810791,18.934902,,,,125.512207,651.772644,32.686546,232.841614,504.797119,34.653858,212.298737,663.750427,33.619747,,,,,,,,,,,,,,,
141,393.203705,-12.055102,14.532212,-10.595671,-13.085103,15.689573,389.820648,566.477112,24.312796,-12.348211,564.797302,18.931101,,,,125.511139,651.778625,32.684834,232.832962,504.795715,34.653999,212.294418,663.745972,33.619434,,,,,,,,,,,,,,,
142,393.083832,-12.101559,14.724105,-10.603465,-13.103951,15.687098,389.826111,566.461060,24.316116,-12.353749,564.752441,18.946529,,,,125.441589,651.719849,32.660397,232.834381,504.773560,34.669136,212.234146,663.759460,33.652977,,,,,,,,,,,,,,,
143,393.238495,-12.066062,14.528333,-10.594310,-13.103394,15.692944,389.821503,566.453918,24.324217,-12.281007,564.722046,18.978386,,,,124.063538,650.720459,32.820797,232.841507,504.650879,34.689251,211.085556,663.587585,33.770531,,,,,,,,,,,,,,,
144,393.257751,-12.068246,14.523607,-10.606187,-13.127292,15.693466,389.827881,566.426025,24.332420,-12.245669,564.692322,19.020195,,,,121.840881,648.727051,32.705307,232.895065,504.376617,34.695839,208.456482,663.001953,33.627831,,,,,,,,,,,,,,,
145,393.253754,-12.082186,14.515648,-10.595964,-13.153721,15.704419,389.816925,566.414978,24.316093,-12.297023,564.718628,18.968351,,,,119.330223,646.141602,32.298870,232.985840,503.787384,34.616165,205.605316,661.765991,33.465069,,,,,,,,,,,,,,,
146,393.258759,-12.078490,14.511413,-10.575956,-13.157111,15.712874,389.816437,566.414001,24.310162,-12.063073,564.529541,19.094933,,,,116.871948,642.948669,32.020676,233.005157,503.030701,34.589237,202.881744,660.368896,32.927391,,,,,,,,,,,,,,,
147,393.264069,-12.086402,14.509770,-10.584132,-13.153310,15.710890,389.815155,566.400330,24.317606,-12.266967,564.618652,19.072924,,,,114.835609,639.414917,31.895454,233.596542,501.630341,34.746521,200.173248,658.420288,32.793240,,,,,,,,,,,,,,,
148,393.257751,-12.073817,14.511693,-10.645942,-13.486978,15.604426,389.819366,566.405151,24.321180,-12.296653,564.649902,19.057520,,,,113.377525,636.027405,32.070503,233.857468,500.320801,34.466743,198.058075,656.310547,33.202618,,,,,,,,,,,,,,,
149,393.258698,-12.080071,14.519168,-10.585505,-13.147283,15.698929,389.830414,566.425293,24.325697,-12.255344,564.634583,19.080559,,,,111.928764,632.573364,32.207748,234.426880,498.673767,34.577892,196.211151,654.260376,33.621487,,,,,,,,,,,,,,,
150,393.254272,-12.070854,14.516944,-10.578728,-13.109962,15.699402,389.836426,566.421448,24.346851,-12.257096,564.624390,19.102732,,,,110.542435,629.904785,32.450146,234.552002,497.322815,34.607693,194.847092,652.651428,33.996063,,,,,,,,,,,,,,,
151,393.249664,-12.064277,14.511786,-10.585554,-13.109349,15.693666,389.836365,566.426331,24.337498,-12.243439,564.643127,19.102888,,,,108.951828,627.085205,33.028069,235.084076,495.995941,34.744892,193.446381,650.829224,34.081486,,,,,,,,,,,,,,,
152,393.250854,-12.071261,14.511550,-10.576929,-13.108607,15.697724,389.844849,566.446838,24.334597,-12.244083,564.653076,19.118513,,,,107.884460,624.642029,33.022060,235.232117,495.044464,34.727112,192.281723,649.388306,33.765652,,,,,,,,,,,,,,,
153,393.135986,-12.184110,14.522837,-10.575320,-13.110434,15.714037,389.845886,566.428528,24.317022,-12.245299,564.647766,19.123331,,,,107.162476,622.695557,32.583260,235.590302,494.039124,34.555008,191.043716,648.137329,33.374107,,,,,,,,,,,,,,,
154,393.230591,-12.075552,14.492700,-10.584043,-13.125478,15.716749,389.824341,566.421875,24.311384,-12.241090,564.651184,19.119520,,,,106.300751,620.929321,32.058296,235.850250,493.361816,34.561623,189.987686,646.995422,32.966782,,,,,,,,,,,,,,,
155,393.239563,-12.071084,14.486444,-10.574294,-13.138895,15.713779,389.820618,566.416992,24.309944,-12.268791,564.628479,19.098166,,,,105.554039,619.914307,31.831867,236.166885,493.144470,34.433388,189.109436,646.490112,32.625046,,,,,,,,,,,,,,,
156,393.245697,-12.090685,14.487418,-10.640417,-13.495070,15.618692,389.810730,566.398376,24.319775,-12.299071,564.627808,19.078033,,,,104.794189,619.195984,31.894312,236.196274,493.133392,34.414249,188.141510,646.022461,32.652122,,,,,,,,,,,,,,,
157,393.258057,-12.078730,14.503470,-10.590234,-13.160586,15.717465,389.822540,566.401489,24.328573,-12.301332,564.630554,19.080669,,,,104.327759,618.926270,32.201859,236.218903,493.191589,34.445068,187.471466,645.969238,32.887768,,,,,,,,,,,,,,,
158,393.256592,-12.081687,14.513961,-10.647688,-13.486071,15.616829,389.816986,566.410645,24.334015,-12.301842,564.616699,19.095200,,,,104.232094,618.965271,32.448559,236.212250,493.201569,34.470905,187.470139,646.027405,33.177151,,,,,,,,,,,,,,,
159,393.247437,-12.071630,14.517720,-10.590890,-13.118034,15.696636,389.819794,566.416199,24.332447,-12.260527,564.643494,19.102226,,,,104.231697,619.008667,32.507183,236.216431,493.203369,34.484325,187.513718,645.970093,33.535221,,,,,,,,,,,,,,,
160,393.251862,-12.047737,14.529233,-10.589531,-13.067843,15.687557,389.844360,566.477600,24.343708,-12.268467,564.681274,19.082443,,,,104.238319,619.028442,32.400082,236.203461,493.223297,34.487427,187.496384,646.018982,33.391201,,,,,,,,,,,,,,,
161,393.244263,-12.048745,14.523662,-10.587443,-13.060194,15.677250,389.844940,566.514465,24.325373,-12.271359,564.707520,19.057375,,,,104.239639,618.998779,32.216763,236.223938,493.227966,34.474957,187.458084,646.039612,33.000355,,,,,,,,,,,,,,,
162,393.090546,-12.141800,14.564715,-10.587862,-13.053957,15.671099,389.850433,566.524902,24.314848,-12.257135,564.736938,19.057657,,,,104.216347,618.986267,32.003246,235.985443,493.252441,34.543026,187.406006,646.027527,32.727741,,,,,,,,,,,,,,,
163,393.198547,-12.083337,14.608648,-10.579940,-13.054523,15.684516,389.845490,566.513306,24.326710,-12.269638,564.722595,19.046637,,,,104.179176,618.969238,31.877558,235.983749,493.259155,34.533268,187.390472,646.046692,32.624714,,,,,,,,,,,,,,,
164,393.198059,-12.045954,14.532211,-10.578660,-13.078035,15.687242,389.839478,566.486938,24.326391,-12.277123,564.707642,19.049316,,,,104.180923,618.963196,31.932961,235.966568,493.231750,34.546272,187.395645,646.001709,32.787148,,,,,,,,,,,,,,,
165,393.157867,-12.095937,14.604344,-10.582893,-13.095554,15.701649,389.829590,566.450500,24.344135,-12.288807,564.655762,19.059408,,,,103.726601,618.901062,32.491066,236.209167,493.209564,34.464191,187.447784,646.018799,33.005524,,,,,,,,,,,,,,,
166,393.248444,-12.079405,14.524595,-10.583205,-13.129130,15.695772,389.824432,566.419006,24.339905,-12.301557,564.627563,19.077396,,,,103.511391,619.120544,32.624641,236.206284,493.198547,34.473412,187.514008,646.026062,33.234936,,,,,,,,,,,,,,,
167,393.260773,-12.073144,14.516281,-10.582587,-13.139069,15.703308,389.794556,566.402527,24.310266,-12.296092,564.617859,19.085384,,,,103.683655,618.929810,32.848312,236.210144,493.193146,34.464207,187.517746,646.016602,33.262947,,,,,,,,,,,,,,,
168,393.249634,-12.071382,14.507003,-10.646632,-13.482907,15.603424,389.811646,566.412170,24.318342,-12.267944,564.638123,19.099247,,,,103.723335,618.967834,32.674828,236.212784,493.190826,34.461365,187.496414,646.011780,33.072906,,,,,,,,,,,,,,,
169,393.250458,-12.080188,14.505932,-10.588440,-13.136078,15.707345,389.826416,566.436218,24.318129,-12.261799,564.644226,19.098663,,,,103.680031,618.973267,32.407299,236.207291,493.204590,34.463661,187.432404,645.996521,32.915043,,,,,,,,,,,,,,,
170,393.246948,-12.065338,14.505523,-10.573455,-13.094294,15.704039,389.835114,566.466919,24.315578,-12.265194,564.665405,19.086454,,,,103.824364,619.054138,31.993893,235.974197,493.223938,34.544643,187.410400,645.983215,32.808140,,,,,,,,,,,,,,,
171,393.242737,-12.056485,14.505351,-10.571738,-13.074665,15.702342,389.847870,566.490417,24.314659,-12.276683,564.682312,19.075859,,,,103.986496,618.935059,32.113922,235.964249,493.228516,34.547386,187.407181,645.999878,32.800701,,,,,,,,,,,,,,,
172,393.091553,-12.167284,14.626460,-10.575028,-13.064655,15.697168,389.839386,566.503296,24.326344,-12.274833,564.691040,19.076622,,,,104.064293,618.996887,32.245193,235.966812,493.243896,34.568035,187.423920,646.026978,32.895821,,,,,,,,,,,,,,,
173,393.194458,-12.087721,14.602119,-10.587179,-13.061502,15.686736,389.845642,566.509216,24.327019,-12.276886,564.712158,19.072845,,,,104.196144,619.078430,32.294792,236.202026,493.221680,34.477879,187.475677,646.057129,33.032871,,,,,,,,,,,,,,,
174,393.251251,-12.045682,14.519945,-10.587731,-13.066866,15.691835,389.837036,566.490723,24.334131,-12.286792,564.700928,19.064529,,,,104.207352,619.083862,32.328468,236.216339,493.221619,34.481590,187.495605,646.071716,33.156986,,,,,,,,,,,,,,,
175,393.141571,-12.090957,14.719635,-10.581538,-13.081250,15.682736,389.831909,566.484741,24.333405,-12.284341,564.681519,19.070381,,,,104.208397,619.066528,32.273983,236.213623,493.216980,34.474983,187.486588,646.054565,33.128643,,,,,,,,,,,,,,,
176,393.246063,-12.068397,14.528198,-10.595077,-13.097759,15.685446,389.835724,566.453186,24.336992,-12.294056,564.653015,19.059450,,,,104.131767,619.010071,32.186951,236.212830,493.210236,34.461456,187.453094,646.024597,32.991734,,,,,,,,,,,,,,,
177,393.257660,-12.072662,14.517965,-10.588522,-13.119068,15.690383,389.826019,566.426697,24.340967,-12.305587,564.639038,19.067154,,,,104.030869,618.939575,32.152592,236.211777,493.199982,34.445843,187.414169,645.983948,32.853691,,,,,,,,,,,,,,,
178,393.255676,-12.075430,14.522955,-10.586042,-13.135814,15.698401,389.822388,566.428467,24.333206,-12.299335,564.645691,19.060955,,,,104.017845,618.921814,32.117260,236.202408,493.194641,34.442757,187.406738,645.973389,32.788376,,,,,,,,,,,,,,,
179,393.260925,-12.081151,14.515443,-10.574572,-13.118426,15.697078,389.825500,566.436584,24.332651,-12.296347,564.652893,19.067934,,,,103.951088,618.958923,32.155315,236.206787,493.199005,34.451424,187.414276,645.979370,32.853123,,,,,,,,,,,,,,,
180,393.257355,-12.075219,14.519507,-10.594420,-13.109014,15.686747,389.822266,566.430725,24.326221,-12.274662,564.661560,19.079350,,,,103.893364,618.985046,32.311935,236.210052,493.203064,34.456230,187.458267,646.019897,32.979103,,,,,,,,,,,,,,,
181,393.244263,-12.054257,14.513898,-10.581942,-13.097716,15.696752,389.828949,566.460205,24.325544,-12.273172,564.670410,19.087835,,,,103.910767,619.158936,32.286518,236.208527,493.208862,34.468094,187.494278,646.039917,33.081520,,,,,,,,,,,,,,,
182,393.242310,-12.053296,14.511181,-10.592400,-13.083124,15.689140,389.848419,566.485901,24.323345,-12.295020,564.672119,19.083565,,,,103.926735,619.190125,32.319923,236.214676,493.217651,34.471615,187.500092,646.051880,33.100578,,,,,,,,,,,,,,,
183,393.136810,-12.151840,14.552835,-10.580070,-13.061551,15.695261,389.837128,566.499207,24.321032,-12.271570,564.693237,19.069271,,,,103.911758,619.170532,32.288296,236.229187,493.217285,34.469639,187.479080,646.052368,33.036381,,,,,,,,,,,,,,,
