Trial02
Date:,2014/06/11
Time:,10:41:34
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64,,,*65,,,*66,,,*67,,,*68,,,*69
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3032,392.735748,-6.088322,16.703270,-11.088326,-1.618078,16.010628,396.373566,572.516357,24.405340,-5.348746,576.408203,20.173256,-77.343643,1159.037598,652.410889,-97.618996,1246.836670,523.664124,-165.788696,1129.074829,644.807800,-180.278534,1219.419678,513.109619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,392.748138,-6.051252,16.685587,-11.177588,-1.548675,16.079706,396.368103,572.522583,24.411417,-5.354581,576.417236,20.177734,-78.464539,1161.577515,652.361450,-98.730347,1248.973145,523.442444,-166.764999,1131.312622,644.907593,-181.408737,1221.403809,513.103088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,392.742218,-6.049523,16.682123,-11.087233,-1.610900,16.004833,396.378998,572.534180,24.408064,-5.370122,576.418640,20.178001,-79.702843,1163.563354,652.336548,-99.898849,1251.571167,523.061829,-167.770554,1133.396851,644.677490,-182.360382,1223.299683,513.110840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,392.747894,-6.074072,16.709528,-11.090315,-1.615125,16.004612,396.369385,572.541809,24.415770,-5.362844,576.415649,20.185495,-80.645966,1166.024780,652.360413,-100.878082,1253.156250,522.847839,-168.877060,1135.877563,644.701538,-183.536453,1225.706665,512.844116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,392.755310,-6.068572,16.698719,-11.092532,-1.604286,16.007349,396.377075,572.548157,24.407717,-5.366258,576.424438,20.184896,-81.835266,1168.340698,652.275208,-101.873329,1255.476929,522.800842,-170.483414,1138.833008,644.658264,-184.753494,1228.141724,512.592468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,392.748535,-6.061980,16.695129,-11.098646,-1.602906,16.004246,396.374908,572.542908,24.411770,-5.373755,576.414368,20.170591,-82.813820,1171.050049,652.214111,-103.196678,1257.713745,522.702820,-171.211502,1141.054443,644.564209,-185.835999,1230.284058,512.604919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,392.751587,-6.077384,16.703104,-11.092303,-1.613129,16.011543,396.379242,572.543884,24.406757,-5.367579,576.405273,20.177626,-84.011711,1173.257446,651.932129,-104.364487,1260.649536,522.386719,-172.394730,1143.066895,644.554321,-187.078293,1232.763306,512.494873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,392.751678,-6.051028,16.680645,-11.086752,-1.617069,16.012827,396.371887,572.526917,24.413094,-5.349894,576.413147,20.177891,-85.121651,1175.497070,651.822327,-105.596359,1263.162720,522.331726,-173.408020,1145.465576,644.064636,-188.189087,1235.113037,512.384155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,392.746979,-6.055056,16.690283,-11.088243,-1.618833,16.001921,396.379456,572.535095,24.413767,-5.350823,576.429565,20.186157,-86.072861,1178.081421,651.235352,-106.444435,1265.280029,522.371582,-174.403458,1147.923340,643.714355,-189.186554,1238.010132,512.134338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,392.749634,-6.048950,16.683268,-11.084620,-1.623349,16.004198,396.376282,572.530518,24.405193,-5.351015,576.412109,20.176516,-87.110237,1180.446777,651.107117,-107.619209,1268.308838,522.129761,-175.167740,1150.137085,643.470947,-190.302597,1240.421997,511.987762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,392.748444,-6.066467,16.696226,-11.077278,-1.611540,16.006994,396.374481,572.539490,24.405212,-5.358137,576.411560,20.172932,-88.243225,1183.240479,651.012756,-108.953171,1270.857178,522.159607,-176.224091,1152.740845,643.306335,-191.229446,1243.022095,512.002014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,392.747192,-6.064631,16.695272,-11.085688,-1.609906,16.008741,396.372681,572.537476,24.405397,-5.361150,576.416565,20.170813,-89.153770,1184.915649,650.773926,-109.710342,1273.497192,522.387634,-177.255325,1155.032227,643.037842,-192.312897,1245.659790,511.830566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,392.751160,-6.073966,16.708296,-11.087806,-1.613021,15.994819,396.372559,572.540955,24.404917,-5.361376,576.428406,20.183184,-90.043335,1187.446289,650.840332,-110.765625,1276.293213,522.170959,-178.508621,1157.631226,643.015259,-193.265747,1247.771851,511.898041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,392.743927,-6.070119,16.696932,-11.097956,-1.603602,16.001490,396.372772,572.537903,24.410191,-5.359907,576.421753,20.183867,-91.103004,1190.042114,650.517090,-111.864388,1278.416504,522.115479,-179.520370,1160.402710,642.790466,-194.105606,1250.409790,511.827423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,392.749756,-6.047040,16.686052,-11.097649,-1.622555,16.001278,396.376343,572.536133,24.413860,-5.363666,576.421936,20.175323,-92.019363,1192.480469,650.439087,-112.440903,1280.620605,521.884033,-180.405045,1162.840454,642.705750,-194.996307,1252.666992,511.753662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,392.739136,-6.068995,16.693396,-11.104104,-1.607344,16.008087,396.377075,572.533813,24.414349,-5.359649,576.411865,20.167057,-92.934776,1194.886108,650.399170,-113.510857,1282.653076,521.729187,-181.352264,1165.007202,642.854614,-196.023727,1255.307251,511.415253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,392.749115,-6.069759,16.705420,-11.093898,-1.613520,15.999724,396.376923,572.544556,24.405375,-5.366030,576.408569,20.178482,-93.795815,1196.590210,650.454895,-114.068634,1285.098633,521.656067,-182.162323,1167.251587,642.774048,-196.775314,1257.110596,511.298584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,392.747498,-6.070980,16.703680,-11.085448,-1.606568,16.007740,396.367432,572.534851,24.409189,-5.359583,576.412720,20.180161,-94.649841,1199.195557,650.484497,-114.875618,1286.827881,521.384460,-183.082657,1169.669067,642.831909,-197.336563,1259.375244,511.307861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,392.740723,-6.072760,16.699471,-11.088044,-1.607287,16.001612,396.375214,572.550110,24.411730,-5.365989,576.423340,20.174587,-95.592812,1202.108643,650.374878,-115.335411,1288.990234,521.411133,-183.936676,1172.282227,642.765808,-198.337463,1261.993408,511.249451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,392.746796,-6.055724,16.685699,-11.095257,-1.613892,15.997575,396.378571,572.542358,24.408747,-5.342269,576.423096,20.187820,-96.379814,1204.346313,650.312012,-116.152939,1291.482910,521.280457,-184.693375,1174.643555,642.690186,-199.041580,1264.093262,511.007874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,392.745514,-6.053797,16.681454,-11.073940,-1.610538,15.997083,396.376648,572.532776,24.405966,-5.355551,576.420837,20.176044,-96.809738,1206.905884,650.524231,-116.851730,1293.856812,521.269531,-185.507248,1176.944702,642.652222,-199.695358,1266.130859,510.948273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,392.747833,-6.061939,16.689861,-11.096466,-1.607818,16.005800,396.387238,572.545288,24.413239,-5.361930,576.431213,20.186201,-97.707359,1209.438232,650.550049,-117.569435,1296.586548,521.137817,-185.944397,1179.353027,642.670105,-200.320267,1268.910767,510.939880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,392.753601,-6.055378,16.681244,-11.091785,-1.605304,16.011213,396.373108,572.536804,24.414455,-5.350121,576.412720,20.178116,-98.175743,1211.510620,650.367798,-118.588463,1299.401733,521.385986,-186.844421,1181.924072,642.521606,-201.388168,1271.484131,510.979553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,392.743958,-6.078577,16.706408,-11.094442,-1.616354,16.005861,396.370667,572.532104,24.411049,-5.352802,576.413940,20.180944,-99.068657,1214.271606,650.081909,-119.417656,1302.072021,521.384155,-187.675949,1184.421265,642.246521,-201.979889,1274.400879,510.924835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,392.750000,-6.065766,16.698284,-11.093801,-1.604614,16.003656,396.373535,572.537598,24.402905,-5.350085,576.418274,20.175524,-99.864845,1216.675293,649.665955,-120.199043,1305.069092,521.379150,-188.144989,1186.802002,641.905090,-202.713181,1277.335571,511.003265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,392.749023,-6.066945,16.697430,-11.090473,-1.621331,15.991680,396.369781,572.537537,24.408003,-5.354133,576.414551,20.178080,-100.568298,1218.811279,649.633911,-120.875900,1307.579102,521.573608,-188.303741,1188.570679,641.962097,-203.381897,1279.898682,511.191223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,392.742767,-6.069833,16.695644,-11.075356,-1.613535,16.004213,396.376465,572.533142,24.407719,-5.353814,576.423401,20.189161,-101.172714,1221.443970,649.771851,-121.625549,1310.195801,521.776367,-189.203232,1191.226807,642.278015,-204.104568,1282.312256,511.311523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,392.744843,-6.081605,16.711386,-11.095816,-1.620519,16.008596,396.374664,572.525452,24.412834,-5.349202,576.408447,20.175724,-101.497559,1224.045166,649.850586,-122.514847,1312.834961,521.687012,-189.994141,1193.779663,641.925659,-204.764862,1284.606079,511.533020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,392.743408,-6.066106,16.696774,-11.090004,-1.614885,15.996807,396.374512,572.528748,24.421389,-5.366654,576.419128,20.180979,-102.241112,1226.266846,649.638489,-123.018555,1315.554321,522.132813,-190.460815,1196.469727,641.687866,-205.465225,1287.721924,511.352539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,392.751007,-6.075422,16.705292,-11.092447,-1.605425,16.006189,396.384460,572.541199,24.412617,-5.363175,576.405884,20.169636,-102.933403,1228.692871,649.586975,-123.713501,1318.183228,522.206360,-190.825928,1198.438965,641.920532,-206.091690,1289.752808,511.757721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,392.750549,-6.058455,16.693842,-11.099036,-1.600910,16.007208,396.372925,572.546143,24.409821,-5.347792,576.425049,20.171021,-103.309784,1231.213501,650.238647,-124.485207,1320.567993,522.275452,-191.839203,1200.780762,642.288696,-206.705490,1292.372803,511.949921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,392.749207,-6.062413,16.697027,-11.098860,-1.602009,15.999067,396.374664,572.562561,24.409615,-5.356935,576.425537,20.184576,-104.125832,1233.818726,650.214661,-124.879471,1322.699951,522.658386,-192.163239,1203.369507,642.412476,-207.445801,1295.168823,512.011108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,392.742950,-6.069141,16.703840,-11.089587,-1.601964,15.996500,396.372284,572.548157,24.409649,-5.360567,576.420715,20.174377,-104.622108,1235.552856,650.534973,-125.431122,1324.896118,522.555420,-192.657791,1205.852295,642.977600,-207.921402,1296.685059,512.514832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,392.747772,-6.066674,16.697870,-11.093598,-1.612360,16.004143,396.366150,572.537170,24.413055,-5.350647,576.415955,20.178484,-105.109840,1238.203003,651.242065,-125.967216,1326.879272,522.783020,-193.717316,1208.062622,643.379944,-208.334808,1299.080444,512.599365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,392.755035,-6.058951,16.698269,-11.079802,-1.615553,16.000463,396.374207,572.524658,24.414253,-5.357594,576.410156,20.169218,-105.856682,1240.681641,651.427979,-126.375572,1329.007813,523.010315,-194.039352,1210.629761,643.755066,-208.908173,1301.208008,512.593018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,392.746460,-6.073055,16.704136,-11.171779,-1.552094,16.077286,396.378174,572.520264,24.411568,-5.355698,576.418457,20.174015,-106.514030,1243.040527,651.993958,-126.926170,1330.902344,523.054688,-194.429138,1212.597290,644.321838,-209.397858,1302.954346,513.082947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,392.742462,-6.069365,16.688347,-11.171615,-1.550545,16.069744,396.379456,572.535095,24.417231,-5.352947,576.421753,20.173574,-106.896675,1244.740479,652.246948,-127.408218,1333.099731,523.213806,-195.345627,1214.853638,644.509399,-209.916763,1305.399780,513.149963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
