Trial02
Date:,2014/06/11
Time:,10:41:34
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64,,,*65,,,*66,,,*67,,,*68,,,*69
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
408,392.830536,-5.880683,16.560272,-10.876510,-1.437291,15.983304,396.267700,572.454834,24.434059,-5.339363,576.370178,20.565426,-52.972198,128.568771,438.370911,-186.032150,164.272934,362.171509,-15.413591,101.126892,358.158783,-152.050720,139.892700,284.945984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,392.836487,-5.881099,16.558470,-10.888682,-1.422694,15.995757,396.259430,572.456177,24.434839,-5.344625,576.357849,20.565023,-55.408188,130.421097,438.689758,-187.396805,164.797073,359.908600,-17.461599,99.245918,358.775116,-153.191055,137.939056,283.812103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,392.830231,-5.878327,16.554743,-10.878570,-1.427269,15.989797,396.265991,572.451233,24.430252,-5.336744,576.379333,20.587271,-57.846474,130.939026,438.306061,-188.316711,165.926361,357.569794,-19.836252,97.146408,359.539032,-154.273880,135.434204,282.399323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,392.823914,-5.875281,16.565575,-10.885153,-1.425100,15.995975,396.266571,572.447449,24.432329,-5.338091,576.369385,20.571959,-60.106419,132.409424,438.008057,-189.663208,166.190674,355.394531,-21.848360,95.731323,360.475403,-155.255753,133.975250,281.435852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,392.825043,-5.872776,16.560757,-10.889012,-1.432097,15.999354,396.259277,572.458252,24.432480,-5.347414,576.386780,20.583395,-62.310581,133.564514,437.941681,-190.996857,166.286438,353.130737,-23.877028,94.175995,361.419373,-156.379120,131.799179,280.234650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,392.831543,-5.871678,16.558092,-10.872152,-1.432422,15.989282,396.264130,572.462036,24.437595,-5.346730,576.382141,20.584412,-64.707092,134.142990,437.791473,-192.287506,166.833694,351.264374,-26.370605,92.994171,362.556000,-157.673752,130.508896,279.582153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,392.827271,-5.864723,16.548893,-10.878075,-1.432056,15.995906,396.262939,572.464966,24.435394,-5.338518,576.375916,20.580328,-67.026360,135.344162,437.814697,-193.545334,167.870972,350.173737,-28.327766,91.960999,363.944794,-159.012405,129.154327,279.044647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,392.831146,-5.848079,16.551445,-10.867754,-1.426769,15.987350,396.265533,572.462830,24.435291,-5.323300,576.366211,20.567076,-69.064461,135.985214,437.633820,-195.233704,167.790634,348.955688,-30.859571,92.300621,365.543427,-160.702301,127.726456,279.291718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,392.826996,-5.871365,16.558380,-10.883812,-1.427084,15.994188,396.272186,572.458252,24.433964,-5.333698,576.362915,20.574106,-71.257233,136.595367,438.392517,-196.942917,168.482590,348.541016,-33.021328,91.693687,366.129669,-162.538101,126.751778,279.413269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,392.832123,-5.882119,16.559448,-10.876123,-1.437115,15.995077,396.265106,572.452881,24.433626,-5.334234,576.372864,20.576475,-73.364365,138.203705,438.510712,-198.875977,168.440582,348.032867,-35.443768,90.629333,367.249451,-164.658401,125.266472,279.935730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,392.829376,-5.864992,16.543528,-10.878263,-1.425754,15.992871,396.268188,572.454773,24.439056,-5.346398,576.381775,20.572613,-75.399849,139.260178,438.806519,-200.669662,168.562057,347.941895,-37.740089,89.895088,368.612000,-166.856079,123.831322,280.333557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,392.832214,-5.875495,16.558027,-10.935052,-1.316234,16.069677,396.264038,572.455200,24.434690,-5.360482,576.222717,20.473520,-77.477455,139.697021,438.804901,-202.558823,168.658295,347.897797,-39.975796,90.098358,369.875427,-169.121857,122.254799,281.344513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,392.852448,-5.945759,16.584900,-10.881549,-1.423241,15.988146,396.260864,572.460876,24.434881,-5.312540,576.064148,20.348862,-79.412056,140.561691,439.021698,-204.558884,168.509033,347.370880,-42.505093,89.548706,370.888641,-171.476669,120.024498,281.527863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,392.834442,-5.883769,16.557945,-10.886962,-1.421441,15.992829,396.261719,572.452393,24.431669,-5.314132,576.315002,20.570763,-81.464798,142.337494,439.528412,-206.411087,167.997940,346.864502,-44.433861,88.603218,371.908966,-173.629974,118.257210,281.932861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,392.833069,-5.877997,16.553354,-10.893859,-1.571354,16.110849,396.264221,572.462708,24.436125,-5.321304,576.353149,20.593729,-83.496384,142.289429,439.207092,-208.361664,167.787186,346.595001,-47.382530,86.619553,372.764465,-175.735474,116.732040,282.470398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,392.835236,-5.876282,16.563425,-10.847704,-1.643385,16.043974,396.261841,572.462585,24.442293,-5.300659,576.336670,20.591318,-85.447319,143.269745,439.134491,-210.170761,167.343338,345.957489,-49.100906,87.516563,373.743896,-177.898087,115.867226,282.878387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,392.832458,-5.875788,16.565100,-10.862710,-1.550192,15.995690,396.266663,572.467285,24.441383,-5.303777,576.334717,20.586567,-87.237663,144.478806,438.691986,-211.819595,167.288666,345.441315,-51.157307,87.738129,374.589111,-179.815613,114.821655,283.298706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,392.833038,-5.879451,16.558964,-10.911611,-1.413894,16.093815,396.270538,572.463806,24.434540,-5.323607,576.349609,20.594725,-89.150299,145.376068,438.694092,-213.788315,167.872009,345.196320,-53.334805,87.251289,375.067688,-181.962036,114.074448,283.913574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,392.825592,-5.874053,16.562220,-10.922277,-1.405618,16.096060,396.266388,572.454285,24.436045,-5.314723,576.342529,20.575687,-91.101028,146.511581,438.531677,-215.517548,168.218399,344.870087,-55.584671,86.953484,375.838837,-184.048416,112.422455,284.065247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,392.830261,-5.877617,16.561399,-10.925438,-1.395773,16.094061,396.269196,572.454285,24.435301,-5.326863,576.345520,20.585510,-93.158524,147.363617,437.709106,-217.235992,168.039215,344.229065,-57.757225,86.851280,376.417938,-185.675140,112.295197,284.272583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,392.829254,-5.875673,16.551014,-10.865072,-1.485098,16.022873,396.266602,572.445129,24.433216,-5.319276,576.339050,20.584072,-94.563911,148.011490,437.749329,-218.880554,167.708923,343.597321,-59.892975,86.419708,377.057983,-187.459396,111.165710,284.717346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,392.836975,-5.882416,16.560869,-10.876481,-1.479026,16.029533,396.272156,572.458984,24.435915,-5.319693,576.336731,20.583992,-95.704277,149.502441,437.462128,-220.423904,167.742508,343.105042,-61.816669,85.926018,377.738403,-189.846588,109.815819,285.219818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,392.835480,-5.882138,16.561657,-10.855525,-1.474505,16.013844,396.263947,572.457336,24.437370,-5.310517,576.345764,20.585503,-97.212997,150.325104,436.909607,-222.015915,167.556381,342.303192,-63.852379,85.466721,378.553223,-191.691071,108.333923,285.286469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,392.836456,-5.867992,16.551451,-10.932997,-1.400321,16.091543,396.270081,572.464722,24.435465,-5.310868,576.347778,20.595791,-98.845345,151.248459,436.520447,-223.555283,167.086517,341.405579,-65.970894,85.114586,379.564606,-193.356720,106.785904,285.552368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,392.836243,-5.879552,16.566254,-10.924549,-1.403187,16.086935,396.266022,572.468811,24.439337,-5.315104,576.359070,20.601128,-100.340866,152.118027,435.923309,-224.973495,166.576004,340.563538,-67.866684,84.255096,380.359406,-194.946167,105.446579,286.052429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,392.840363,-5.881556,16.557167,-10.913652,-1.392205,16.081711,396.273651,572.466736,24.439054,-5.313767,576.346252,20.583126,-101.958069,152.527161,435.725159,-226.345200,166.166550,339.698456,-69.428925,84.141167,381.472626,-196.648117,104.167374,286.775818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,392.836182,-5.881359,16.559671,-10.925476,-1.395817,16.099661,396.270935,572.458435,24.438557,-5.318210,576.344604,20.587540,-103.524986,153.491165,435.557587,-227.467957,166.177383,338.920471,-71.798943,83.085648,382.619446,-198.352493,102.270889,287.047699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,392.835327,-5.874051,16.559462,-10.921494,-1.401443,16.088001,396.266571,572.454346,24.437387,-5.326528,576.339050,20.595045,-105.266495,154.253815,435.389252,-228.232758,166.633423,337.832489,-73.766479,82.645493,383.841278,-199.974121,100.752670,287.620819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,392.836609,-5.875921,16.554218,-10.918886,-1.402442,16.081173,396.269897,572.446716,24.432243,-5.313991,576.328613,20.583677,-106.825119,154.997986,435.114380,-229.655609,165.764587,336.624420,-75.864319,82.390106,385.124237,-201.416946,99.184265,288.220123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,392.834076,-5.883298,16.564571,-10.856121,-1.483640,16.013506,396.268127,572.447632,24.429108,-5.309018,576.340210,20.587328,-108.699211,155.272263,435.041992,-231.282333,166.032028,336.748688,-77.620483,81.944679,386.509369,-203.411697,97.844902,288.823303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,392.839874,-5.878415,16.559546,-10.859288,-1.478418,16.011377,396.261658,572.455017,24.436930,-5.298831,576.340820,20.588278,-110.507973,156.200867,435.077179,-232.708633,165.903763,336.591827,-79.919518,81.388924,387.531769,-205.173080,96.817345,289.707977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,392.832794,-5.884581,16.568027,-10.858301,-1.475325,16.016743,396.268127,572.453247,24.435492,-5.302478,576.346252,20.583412,-111.588791,156.195465,435.212494,-234.290283,165.709457,336.728485,-81.965477,81.354935,388.583099,-207.086670,96.347488,290.475708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,392.829590,-5.880546,16.562843,-10.858440,-1.470578,16.021725,396.263763,572.459839,24.441442,-5.309935,576.346741,20.583336,-113.290283,156.580658,435.540802,-236.046646,165.579926,337.182892,-84.079895,80.945572,389.821350,-209.272308,95.686897,291.658752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,392.825592,-5.877718,16.561035,-10.925321,-1.396056,16.087496,396.262238,572.469727,24.439308,-5.330460,576.366089,20.599411,-114.943687,157.337646,436.034973,-237.669739,165.822876,337.645477,-86.090721,80.388878,390.688416,-211.404892,95.220520,292.796204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,392.832092,-5.874749,16.562958,-10.863507,-1.469389,16.029467,396.260040,572.472412,24.441635,-5.333419,576.341309,20.585213,-116.352135,157.498688,436.362030,-239.301270,166.344238,338.384827,-88.254662,80.331329,392.191528,-213.732117,94.963966,294.297913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,392.836731,-5.880467,16.558304,-10.856593,-1.482616,16.019436,396.263367,572.467712,24.437481,-5.334529,576.342712,20.588808,-117.956421,157.879318,436.998199,-241.070999,166.507996,339.009399,-90.771439,79.922501,393.292023,-216.174637,94.539192,295.606628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,392.836151,-5.883885,16.559864,-10.910153,-1.396472,16.091110,396.264923,572.454346,24.435205,-5.322240,576.343811,20.587210,-119.582733,158.139496,437.315216,-242.930145,166.520538,339.651276,-92.937462,80.031540,394.713287,-218.638153,93.985695,296.943329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,392.833893,-5.881701,16.558022,-10.863974,-1.481952,16.022104,396.266693,572.453247,24.438301,-5.317013,576.344666,20.601263,-121.221428,158.798630,438.063049,-244.626236,166.608002,340.408112,-95.001503,79.458549,395.923218,-220.781403,93.928070,298.506500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
